high,medium,low
0.13354315,0.29628935,0.5701675
0.072149694,0.097605996,0.83024436
0.111635044,0.23486884,0.6534961
0.09057919,0.14482771,0.7645931
0.11263658,0.23763292,0.6497305
0.09110846,0.08676837,0.82212317
0.088280745,0.11623649,0.7954828
0.06845628,0.082045004,0.84949875
0.12548569,0.28993893,0.5845754
0.16336139,0.35144836,0.48519027
0.11369658,0.26772413,0.61857927
0.071039565,0.08327615,0.8456843
0.24565646,0.35830858,0.396035
0.25326976,0.38733998,0.35939023
0.19962946,0.38068378,0.41968682
0.115938194,0.23953325,0.64452857
0.11146245,0.21067382,0.6778638
0.13287476,0.2100887,0.65703654
0.09150332,0.14666891,0.76182777
0.5402528,0.22781326,0.23193397
0.23339972,0.33326185,0.43333843
0.076584,0.08585649,0.83755946
0.09435349,0.13031809,0.7753284
0.11480977,0.24576797,0.6394223
0.0956766,0.22788756,0.6764358
0.09708676,0.23622833,0.6666849
0.20256759,0.4041368,0.3932956
0.09352793,0.25675666,0.6497154
0.17691101,0.35337782,0.4697111
0.4876902,0.3001492,0.21216063
0.109938495,0.23925696,0.6508046
0.14046636,0.34380895,0.5157247
0.086346306,0.113807514,0.79984623
0.12781353,0.38335562,0.48883083
0.1591837,0.3523575,0.48845875
0.12409677,0.29210728,0.58379596
0.12221789,0.14223272,0.73554945
0.09292459,0.13366696,0.7734085
0.104196586,0.2235034,0.67230004
0.096793815,0.09034682,0.81285936
0.0976262,0.14299597,0.7593778
0.112900704,0.25762114,0.62947816
0.08922252,0.2176438,0.69313365
0.20665367,0.39419842,0.39914793
0.11818821,0.21605352,0.66575825
0.06783758,0.0809274,0.85123503
0.13911575,0.15430325,0.706581
0.06983637,0.08813358,0.84203005
0.255845,0.398279,0.345876
0.13586248,0.42097014,0.44316742
0.0855826,0.17772356,0.7366938
0.09296993,0.10357086,0.80345917
0.093808204,0.11503271,0.79115903
0.29665563,0.35296875,0.35037565
0.11591902,0.23794524,0.6461357
0.08419898,0.15730663,0.7584944
0.2580248,0.345787,0.39618817
0.16836345,0.37159738,0.46003917
0.22095722,0.40997642,0.36906642
0.17126083,0.39788735,0.43085185
0.22573829,0.33473694,0.43952477
0.07814429,0.12457131,0.7972844
0.12669511,0.3084913,0.5648136
0.08971367,0.17554232,0.7347441
0.12246301,0.26914275,0.6083942
0.16054758,0.2799111,0.55954134
0.1277692,0.25805947,0.6141713
0.15172501,0.26952842,0.5787466
0.17524911,0.4005546,0.42419633
0.15274891,0.30407524,0.5431759
0.22018169,0.32009682,0.45972145
0.10133537,0.22776626,0.6708984
0.0984182,0.20404822,0.6975336
0.16482031,0.3543404,0.48083925
0.15661636,0.30750442,0.5358792
0.11865085,0.12147712,0.759872
0.20533505,0.44205412,0.35261083
0.06635704,0.078640856,0.8550021
0.11939286,0.24839558,0.63221157
0.17331699,0.36203176,0.4646513
0.13959914,0.28221378,0.57818705
0.08319809,0.09841373,0.81838816
0.19688192,0.38278082,0.42033732
0.18209234,0.39583173,0.422076
0.1279574,0.3257023,0.5463403
0.23401155,0.3893683,0.3766201
0.074045286,0.10795082,0.8180039
0.12198505,0.24952672,0.6284882
0.113472305,0.18381575,0.70271194
0.12879139,0.27652833,0.59468025
0.121943034,0.26005974,0.6179972
0.28938612,0.41135663,0.29925728
0.23071043,0.41828167,0.35100794
0.099301755,0.17910399,0.7215943
0.12980472,0.2598571,0.6103382
0.5451259,0.26209936,0.1927747
0.078618355,0.118309595,0.80307204
0.12796448,0.31858346,0.5534521
0.29800296,0.4361885,0.26580852
0.06939447,0.081435114,0.8491704
0.08223388,0.09569954,0.82206655
0.09322456,0.11176393,0.7950115
0.084645234,0.10706634,0.8082884
0.19438946,0.40570822,0.39990234
0.1046388,0.19408636,0.7012748
0.24364124,0.37283412,0.38352466
0.07034787,0.0845461,0.84510607
0.11633979,0.2853274,0.5983328
0.12615436,0.26453888,0.60930675
0.067758106,0.07644952,0.8557924
0.10260543,0.23777294,0.6596216
0.15567225,0.31080067,0.5335271
0.11118828,0.18643522,0.7023765
0.20337258,0.38099763,0.4156298
0.1359521,0.31794927,0.54609865
0.18442479,0.37809289,0.43748233
0.24637309,0.38625604,0.3673709
0.15962505,0.3466111,0.49376383
0.066455424,0.07275345,0.8607912
0.100086205,0.13264969,0.76726407
0.16752407,0.34578,0.48669592
0.17732514,0.37474027,0.44793457
0.09652625,0.15946463,0.7440091
0.07258987,0.099245414,0.8281647
0.1519491,0.16736914,0.68068177
0.068470865,0.07072036,0.86080873
0.077123255,0.16264662,0.7602301
0.07976266,0.1341241,0.7861132
0.09707299,0.16014528,0.74278176
0.123924755,0.23396246,0.6421128
0.2112001,0.17709883,0.6117011
0.12633607,0.28828183,0.58538216
0.1592112,0.32375225,0.51703656
0.0794352,0.096678786,0.82388604
0.23027994,0.3322811,0.43743894
0.15834405,0.3234328,0.51822317
0.30851227,0.39623058,0.29525715
0.17528917,0.36179665,0.46291426
0.12293404,0.2612912,0.61577475
0.12501067,0.1638928,0.7110965
0.14728636,0.34043708,0.51227653
0.17297971,0.36545178,0.46156856
0.07395264,0.11079476,0.81525254
0.11974758,0.28934613,0.5909063
0.2364926,0.40612146,0.35738587
0.10326946,0.17667517,0.72005534
0.0841469,0.08742371,0.8284294
0.09892803,0.2659396,0.63513243
0.11473197,0.2679159,0.6173521
0.23668934,0.39737034,0.3659403
0.21885072,0.32581323,0.45533606
0.25806737,0.39005795,0.3518747
0.13615203,0.27581304,0.588035
0.08197521,0.13606918,0.7819556
0.06709191,0.07700943,0.8558987
0.1605249,0.41813174,0.4213434
0.123748265,0.29123697,0.58501476
0.13521516,0.32610926,0.5386756
0.12650236,0.26765788,0.6058397
0.23534666,0.35695493,0.40769842
0.17467156,0.36908612,0.45624235
0.06888828,0.07872401,0.85238767
0.20460044,0.20260786,0.59279174
0.09355296,0.124294326,0.7821527
0.1557336,0.30508178,0.53918463
0.13741535,0.30492455,0.5576601
0.11657322,0.21110786,0.67231894
0.105366305,0.1814349,0.7131988
0.17998879,0.45423183,0.36577934
0.15117526,0.350635,0.49818978
0.13677566,0.26367766,0.5995467
0.20412514,0.37010407,0.42577082
0.1467644,0.35984617,0.49338937
0.12642115,0.32234702,0.55123186
0.10313938,0.19866835,0.69819224
0.074770555,0.10114437,0.8240851
0.12988131,0.39937007,0.47074863
0.08126624,0.10323799,0.8154958
0.110543646,0.18366481,0.7057916
0.078349605,0.10061156,0.82103884
0.086357,0.16693522,0.7467078
0.080550835,0.15296862,0.76648057
0.17616749,0.36162993,0.46220258
0.11030954,0.21704319,0.6726473
0.16026953,0.32820898,0.5115215
0.19023618,0.39673254,0.4130313
0.1486586,0.33590028,0.5154411
0.13313615,0.13937663,0.7274872
0.19275033,0.40784907,0.39940056
0.11939081,0.23519455,0.6454146
0.12943378,0.32992417,0.5406421
0.08261733,0.1409893,0.77639335
0.09902931,0.18949044,0.71148026
0.37385553,0.36187887,0.2642656
0.21942905,0.4144688,0.36610213
0.11141865,0.24003497,0.6485464
0.1603806,0.39723876,0.44238058
0.101638615,0.25709984,0.6412615
0.069489114,0.080182336,0.85032856
0.07633942,0.113024905,0.8106357
0.1676514,0.32346636,0.5088822
0.12766871,0.21829207,0.65403926
0.0746521,0.10827598,0.8170719
0.07351629,0.0856875,0.84079623
0.20967184,0.39745075,0.3928774
0.06598603,0.07281836,0.8611956
0.07689686,0.1299487,0.7931544
0.16417883,0.2749022,0.560919
0.3488885,0.31552455,0.33558697
0.12270894,0.2902113,0.58707976
0.0876439,0.08364909,0.828707
0.119041756,0.22124471,0.6597135
0.16648883,0.34076473,0.49274644
0.12693706,0.14484411,0.72821885
0.17632537,0.37593943,0.4477352
0.108053535,0.24477914,0.6471674
0.16621925,0.3892798,0.44450092
0.09904964,0.21388023,0.6870702
0.11745901,0.2479674,0.6345736
0.15816934,0.29412678,0.54770386
0.3818561,0.38395363,0.23419027
0.10140276,0.2653708,0.6332264
0.1209255,0.2776838,0.6013907
0.4735551,0.30901375,0.21743117
0.20131327,0.15045474,0.648232
0.13424699,0.35830227,0.50745076
0.1639196,0.28489816,0.5511822
0.2859261,0.39397487,0.32009906
0.10366179,0.24642268,0.6499155
0.17843698,0.3459657,0.4755973
0.169835,0.33512267,0.49504232
0.13603716,0.2735971,0.5903657
0.172223,0.31108835,0.51668864
0.17361425,0.28975657,0.5366292
0.15484491,0.34482074,0.5003344
0.108216606,0.13305612,0.7587273
0.12073994,0.26254788,0.61671215
0.14191307,0.20137982,0.6567071
0.13409019,0.29674152,0.56916827
0.117965035,0.17271616,0.7093188
0.23493478,0.41557127,0.34949395
0.1461123,0.33343828,0.5204494
0.11898146,0.25902534,0.6219932
0.0991368,0.2274279,0.67343533
0.15451512,0.34062403,0.5048609
0.09736736,0.22997755,0.6726551
0.14725211,0.354979,0.49776894
0.06644289,0.075325094,0.858232
0.11306502,0.2836207,0.6033142
0.06759181,0.07795261,0.85445553
0.08385188,0.1359707,0.7801774
0.09689156,0.21388821,0.68922025
0.11026465,0.24354613,0.6461892
0.081065014,0.13390769,0.7850273
0.13148941,0.31489992,0.5536106
0.18648988,0.22051664,0.5929935
0.1638595,0.33952022,0.4966203
0.20362276,0.38284093,0.41353628
0.14231466,0.31252858,0.5451567
0.18524046,0.35655585,0.45820367
0.119536825,0.23651335,0.64394987
0.08286089,0.10854434,0.80859476
0.09274899,0.20991223,0.6973388
0.11301319,0.21993671,0.6670501
0.12153354,0.2340249,0.64444155
0.10852502,0.24964875,0.6418262
0.10732948,0.18332365,0.70934683
0.10851286,0.13770352,0.75378364
0.11108098,0.23037255,0.6585465
0.11421399,0.17708984,0.7086962
0.13730481,0.28575563,0.5769395
0.11694403,0.25639248,0.6266635
0.1459592,0.15005448,0.7039863
0.19924448,0.33941406,0.46134153
0.12774244,0.29084364,0.5814139
0.06651975,0.076679386,0.85680085
0.24369358,0.4012876,0.35501885
0.10232762,0.25799435,0.63967806
0.10335568,0.13932179,0.75732255
0.07551618,0.10206299,0.82242084
0.0923225,0.122285455,0.78539205
0.17116392,0.35834217,0.47049394
0.08536036,0.13622127,0.7784183
0.23220372,0.3857361,0.38206014
0.18171154,0.35828966,0.45999876
0.20281073,0.41019943,0.38698977
0.06802129,0.081280656,0.8506981
0.07502533,0.09414292,0.8308317
0.07676382,0.118795045,0.80444115
0.08606994,0.17983283,0.7340972
0.08478791,0.17026223,0.7449499
0.21337211,0.42696324,0.3596647
0.06782822,0.0821293,0.8500425
0.15773878,0.31383327,0.52842796
0.07664659,0.09662602,0.8267274
0.06522045,0.0711145,0.863665
0.11341915,0.115146466,0.77143437
0.1609811,0.36452365,0.47449523
0.19448933,0.36837834,0.43713233
0.06707099,0.07797976,0.85494924
0.07089107,0.10065882,0.8284501
0.13158236,0.3330168,0.53540087
0.16748066,0.3565361,0.47598326
0.10510836,0.11247672,0.7824149
0.13204674,0.276755,0.5911982
0.15035476,0.37624967,0.47339556
0.15754999,0.2264895,0.6159605
0.11462622,0.16729918,0.7180746
0.15958676,0.3701729,0.47024038
0.1077739,0.22785966,0.6643664
0.16980669,0.3280258,0.5021675
0.12290076,0.27579033,0.6013089
0.17083724,0.3390232,0.49013954
0.1315613,0.37548387,0.49295482
0.098758794,0.14744528,0.7537959
0.25273892,0.34587935,0.40138176
0.12537311,0.1545905,0.7200364
0.09543645,0.10485426,0.79970926
0.07754883,0.1058482,0.816603
0.09936679,0.2415938,0.65903944
0.113323204,0.2507926,0.63588417
0.06976716,0.08005104,0.8501818
0.122232564,0.2940195,0.5837479
0.22380072,0.1699934,0.6062059
0.17173241,0.3870454,0.44122213
0.09527202,0.1605228,0.7442052
0.11130327,0.26952055,0.61917615
0.071843326,0.09313473,0.835022
0.12865658,0.28109676,0.5902466
0.07740435,0.11468005,0.8079156
0.10639521,0.11563737,0.7779674
0.16974925,0.40541676,0.42483395
0.18804216,0.20821652,0.60374135
0.1547261,0.4231408,0.4221331
0.1185212,0.23810028,0.6433785
0.15709642,0.32106838,0.5218352
0.09531032,0.21801108,0.6866785
0.12073763,0.23141694,0.6478454
0.11636047,0.18864906,0.69499046
0.108495936,0.2775101,0.61399394
0.1733486,0.36522344,0.4614279
0.18996353,0.39067858,0.41935784
0.17280006,0.3720735,0.45512643
0.10617369,0.16337378,0.73045254
0.06840678,0.08160199,0.8499912
0.14703164,0.3654382,0.48753017
0.08217287,0.096064135,0.82176304
0.1279669,0.22894335,0.6430898
0.1679569,0.36897483,0.46306825
0.17699926,0.3499885,0.47301218
0.1629328,0.3865086,0.45055854
0.17762305,0.394061,0.42831594
0.12970051,0.28179517,0.5885043
0.072827205,0.09090459,0.8362682
0.08875839,0.21712042,0.6941212
0.136479,0.3584235,0.5050975
0.15220755,0.27089196,0.5769005
0.091888905,0.104174525,0.8039366
0.097898126,0.23332608,0.6687758
0.121610865,0.2982514,0.5801377
0.08260597,0.10975819,0.80763584
0.12839918,0.28585222,0.5857486
0.16941778,0.33760393,0.49297833
0.06958772,0.080748536,0.8496638
0.10954259,0.21494886,0.6755085
0.07005814,0.07814262,0.8517992
0.11810066,0.2620166,0.61988276
0.1778004,0.40239182,0.41980782
0.14002962,0.25978735,0.600183
0.085433654,0.08886561,0.8257007
0.07275291,0.09194363,0.8353035
0.118693255,0.24795955,0.63334715
0.11734328,0.25224763,0.6304091
0.20397265,0.38395748,0.4120699
0.21927054,0.41775796,0.36297145
0.1562597,0.3178205,0.52591985
0.1430924,0.29512352,0.5617841
0.14445,0.21738264,0.6381674
0.13465336,0.29344285,0.5719038
0.07352097,0.107627936,0.8188511
0.1300755,0.16306667,0.7068578
0.11950496,0.27733707,0.60315794
0.18148357,0.37593144,0.44258502
0.07939695,0.07900335,0.8415997
0.08554862,0.09057256,0.8238788
0.101861864,0.12075853,0.77737963
0.16127749,0.31995654,0.518766
0.10567572,0.19927815,0.6950462
0.1666088,0.25188136,0.5815099
0.07499893,0.08680749,0.8381936
0.09408088,0.20382062,0.70209855
0.09280639,0.17090137,0.73629224
0.17698452,0.35259047,0.47042492
0.114043936,0.2478763,0.6380798
0.14395012,0.33442864,0.5216212
0.10656629,0.11265432,0.7807794
0.06727281,0.07683447,0.8558927
0.08257443,0.11274466,0.80468094
0.12260977,0.28394908,0.5934412
0.10893501,0.25344324,0.63762176
0.068714276,0.07687063,0.85441506
0.07160251,0.10089814,0.8274994
0.07036011,0.094863035,0.8347768
0.354426,0.4062412,0.23933285
0.16892026,0.16113213,0.6699476
0.12597905,0.27388984,0.6001311
0.07736284,0.10040063,0.8222366
0.5269357,0.2678101,0.2052542
0.11120051,0.1680236,0.7207759
0.38979578,0.3172988,0.29290542
0.101763465,0.23149939,0.66673714
0.085392214,0.17446171,0.74014604
0.16885146,0.36777672,0.4633718
0.11731055,0.24941859,0.63327086
0.06582356,0.07092135,0.8632551
0.125851,0.2784539,0.59569514
0.08110251,0.1254744,0.7934231
0.22271825,0.4136606,0.36362118
0.09282442,0.17533273,0.7318428
0.088385664,0.15408845,0.75752586
0.1885649,0.3603194,0.45111573
0.110043816,0.17255113,0.7174051
0.15780021,0.30227995,0.53991985
0.10003185,0.18694432,0.7130238
0.1665977,0.35130525,0.48209703
0.12702142,0.2694858,0.6034928
0.14393248,0.15758352,0.69848394
0.06621422,0.072414376,0.86137146
0.16837473,0.29065174,0.54097354
0.1756756,0.2904149,0.5339095
0.12447275,0.28560725,0.58992
0.093678735,0.19904271,0.70727855
0.17031555,0.31118265,0.5185018
0.121263884,0.2593753,0.6193608
0.122161776,0.23144789,0.6463903
0.15763058,0.3249872,0.51738226
0.14088821,0.30284542,0.55626637
0.11491665,0.2744235,0.6106598
0.100878395,0.17669679,0.7224248
0.13678761,0.34775126,0.5154611
0.24583656,0.36496094,0.38920248
0.17349133,0.38032928,0.44617933
0.07856841,0.09105693,0.8303746
0.097054765,0.15456425,0.748381
0.09336062,0.20337997,0.7032594
0.17001359,0.3894715,0.4405149
0.10589527,0.24464735,0.64945734
0.12462996,0.32382417,0.55154586
0.1686894,0.33523345,0.49607715
0.15600318,0.19057836,0.6534184
0.08450296,0.13421504,0.781282
0.14938638,0.24829574,0.60231787
0.19325718,0.35798135,0.4487615
0.12292992,0.28920427,0.58786577
0.16245033,0.32600623,0.51154345
0.10645408,0.17590523,0.71764076
0.3488885,0.31552455,0.33558697
0.1176425,0.265233,0.6171245
0.13712043,0.30171517,0.5611644
0.17239982,0.32486722,0.502733
0.10202996,0.24095243,0.6570176
0.19328451,0.39804155,0.40867394
0.13042864,0.32432505,0.5452463
0.13181858,0.2896082,0.5785732
0.21985324,0.37479797,0.40534884
0.09385005,0.20471676,0.7014332
0.07972364,0.094028875,0.82624745
0.13426031,0.27747133,0.58826834
0.24787772,0.43467596,0.31744638
0.1918405,0.3490481,0.45911136
0.092596635,0.15501371,0.7523896
0.50162286,0.28552303,0.21285412
0.17740282,0.3617093,0.4608879
0.122185014,0.2739945,0.6038205
0.122910894,0.30754784,0.5695413
0.09766966,0.13001852,0.77231187
0.07828476,0.106986105,0.8147291
0.12904978,0.24806456,0.62288564
0.07158414,0.08746327,0.8409526
0.12726282,0.27634153,0.5963956
0.12001893,0.25048327,0.62949777
0.09367381,0.22210205,0.6842241
0.1214444,0.26614672,0.6124089
0.16614056,0.33330825,0.50055116
0.12753661,0.28070796,0.59175545
0.10480417,0.2517418,0.643454
0.1234927,0.27537143,0.6011359
0.07699686,0.11188291,0.8111203
0.11271817,0.2818339,0.6054479
0.30022466,0.43670124,0.2630741
0.07966357,0.10610298,0.8142335
0.1306348,0.3825952,0.48676997
0.06749677,0.08040545,0.8520978
0.11181075,0.17730843,0.7108809
0.082192875,0.13333136,0.78447574
0.084705174,0.1530198,0.76227504
0.1760458,0.17368859,0.65026563
0.2991945,0.37460712,0.32619837
0.118515074,0.23001963,0.6514653
0.08285699,0.09392704,0.823216
0.09778968,0.21785362,0.68435675
0.2342273,0.39777052,0.3680022
0.21901272,0.41237006,0.36861727
0.14229877,0.31044033,0.5472609
0.2406342,0.21702845,0.5423373
0.07407451,0.11076859,0.81515694
0.075932406,0.14164406,0.78242356
0.2551478,0.38107398,0.36377817
0.07785548,0.10152084,0.8206237
0.1743999,0.41979876,0.40580133
0.19218549,0.36870486,0.43910968
0.12659284,0.33367532,0.5397318
0.10996167,0.26673746,0.6233008
0.313246,0.3516034,0.33515063
0.089598715,0.13137338,0.7790279
0.11651382,0.24079485,0.6426914
0.094632074,0.10131278,0.8040551
0.12224261,0.21878244,0.65897495
0.08472184,0.188769,0.72650915
0.11587675,0.27854818,0.6055751
0.06994184,0.085588686,0.8444694
0.06750035,0.07769215,0.8548075
0.08484603,0.07983513,0.83531886
0.17267272,0.35415208,0.47317514
0.28020096,0.36889008,0.35090894
0.13599296,0.29258558,0.57142144
0.19431211,0.39901868,0.40666917
0.11318144,0.15034737,0.7364712
0.12167846,0.23086064,0.6474609
0.18801522,0.40856844,0.4034163
0.23897898,0.37949437,0.38152662
0.07209293,0.08403632,0.84387076
0.09263981,0.09619977,0.8111604
0.12857485,0.28998455,0.58144057
0.10730477,0.21922593,0.6734693
0.17974883,0.37727636,0.44297484
0.10990247,0.22953793,0.6605596
0.11312063,0.16234298,0.72453636
0.073161475,0.08571661,0.8411219
0.40089878,0.36377046,0.23533079
0.14284243,0.34969884,0.5074587
0.12311521,0.2066348,0.67025
0.082048915,0.08636193,0.83158916
0.06702615,0.074604735,0.8583691
0.17566282,0.30905747,0.5152797
0.1034011,0.15431918,0.74227965
0.06916012,0.08524507,0.84559476
0.068524025,0.09015428,0.84132165
0.09001846,0.16088381,0.74909776
0.1700752,0.30750528,0.5224195
0.09703973,0.114658564,0.7883017
0.120406285,0.2360234,0.64357036
0.22867297,0.33227545,0.43905157
0.19162579,0.4330302,0.37534404
0.16892196,0.3926379,0.4384401
0.20031473,0.3519543,0.44773093
0.50019866,0.23257577,0.2672256
0.11334018,0.26678628,0.6198735
0.07015127,0.09435234,0.8354964
0.102490924,0.15134709,0.74616194
0.29475412,0.368149,0.33709684
0.17738691,0.37760678,0.44500628
0.09834706,0.23203799,0.669615
0.19198175,0.40266082,0.40535745
0.09532403,0.12147252,0.7832035
0.2019274,0.3394794,0.45859325
0.12289113,0.28966424,0.5874446
0.15943061,0.20585531,0.63471407
0.10740901,0.2742654,0.6183256
0.11699817,0.23820089,0.64480096
0.2202993,0.42620325,0.35349745
0.32821706,0.35726056,0.3145224
0.12315635,0.12832679,0.7485169
0.1082808,0.23002912,0.66169006
0.2347125,0.36772877,0.39755875
0.15586025,0.28237152,0.56176823
0.13706063,0.31432855,0.5486108
0.08452577,0.081791535,0.8336827
0.19397038,0.3903917,0.4156379
0.122364715,0.25816873,0.61946654
0.158674,0.25590286,0.5854231
0.16885413,0.35421768,0.47692814
0.23619258,0.39693227,0.36687508
0.10541516,0.19387469,0.7007102
0.17974593,0.34284994,0.47740412
0.15977366,0.35399207,0.48623434
0.20365483,0.40441367,0.3919315
0.39150515,0.35613263,0.25236222
0.13675582,0.3139074,0.54933673
0.16336776,0.33106345,0.5055688
0.1300786,0.1677866,0.7021348
0.26416093,0.3915913,0.34424773
0.11552422,0.18781394,0.6966619
0.13801081,0.22662923,0.63535994
0.08348049,0.09573363,0.8207859
0.07205168,0.09274729,0.835201
0.09862621,0.26458633,0.6367875
0.15715688,0.26756275,0.57528037
0.18564261,0.15272237,0.66163504
0.08198255,0.13038388,0.7876336
0.16987988,0.40624416,0.42387593
0.12988688,0.14599302,0.7241201
0.13505258,0.36499274,0.4999547
0.09853383,0.1725518,0.72891444
0.17488603,0.40967646,0.41543755
0.17910166,0.36039352,0.46050474
0.079534955,0.1353122,0.7851529
0.21821499,0.31797203,0.46381295
0.19054988,0.39934108,0.41010907
0.098217055,0.23607501,0.66570795
0.14327808,0.23963088,0.617091
0.104770616,0.24589051,0.64933884
0.171297,0.39770153,0.43100145
0.07390748,0.085912295,0.8401802
0.11031071,0.1657835,0.7239058
0.124451235,0.32585967,0.5496891
0.080083124,0.11748805,0.80242884
0.08622186,0.16039535,0.7533828
0.08572683,0.11945791,0.7948153
0.12375284,0.15579712,0.7204501
0.072099246,0.0847753,0.8431254
0.20390464,0.37266108,0.42343432
0.16059469,0.35152784,0.48787746
0.08278847,0.11524612,0.8019654
0.13059801,0.2827304,0.5866716
0.1238449,0.24747863,0.6286765
0.19341491,0.4435188,0.3630663
0.17178202,0.32260466,0.5056134
0.07920846,0.16465506,0.75613654
0.24366622,0.3269678,0.42936596
0.09962557,0.20136762,0.69900686
0.11540279,0.24087335,0.64372385
0.15320762,0.35953265,0.48725975
0.17735985,0.4168081,0.4058321
0.26065835,0.36811182,0.3712298
0.10630486,0.2697255,0.6239696
0.14645177,0.1586525,0.69489574
0.09070343,0.22333908,0.6859575
0.09193193,0.21102065,0.6970474
0.18296508,0.34241903,0.4746159
0.16285564,0.38972357,0.44742084
0.11092159,0.21599434,0.6730841
0.11319715,0.23195264,0.6548502
0.13049276,0.1448369,0.72467035
0.24651878,0.38842067,0.3650606
0.19340454,0.3630482,0.4435473
0.07230378,0.0881325,0.83956367
0.13695894,0.25096098,0.6120801
0.11122345,0.23335785,0.65541875
0.115425155,0.26548323,0.61909163
0.2751571,0.40887508,0.3159678
0.11625768,0.25099674,0.63274556
0.11182162,0.26183733,0.62634104
0.13111779,0.25161305,0.61726916
0.14939088,0.28149104,0.5691181
0.1124151,0.2372797,0.6503052
0.06650664,0.07786651,0.8556268
0.20583862,0.39917874,0.39498264
0.07197571,0.09546332,0.83256096
0.1397976,0.26244232,0.59776014
0.117310725,0.24426682,0.6384224
0.34521282,0.3739616,0.28082556
0.08084701,0.13258919,0.7865638
0.12948246,0.26785514,0.6026624
0.12977304,0.1284739,0.7417531
0.24886139,0.42102396,0.3301146
0.14676614,0.31511104,0.53812283
0.15223795,0.36297727,0.4847848
0.24266413,0.26266786,0.49466798
0.07669684,0.10057597,0.8227272
0.1340139,0.2852024,0.58078367
0.15705249,0.1514773,0.6914702
0.06915857,0.084974185,0.8458672
0.15451221,0.26791695,0.57757086
0.15815155,0.3225006,0.51934785
0.089416616,0.088335276,0.8222481
0.22780305,0.3868817,0.38531527
0.09101567,0.20330127,0.7056831
0.15337083,0.36085734,0.48577183
0.17853497,0.31028268,0.51118237
0.0906743,0.091647394,0.8176783
0.46377304,0.3175559,0.21867104
0.15657099,0.274032,0.569397
0.09518381,0.252381,0.6524352
0.17332491,0.31120646,0.5154686
0.11385932,0.23616563,0.64997506
0.08846403,0.19445945,0.71707654
0.10639521,0.11563737,0.7779674
0.10334873,0.13083187,0.7658194
0.10392035,0.10169775,0.7943819
0.06672164,0.076910086,0.8563683
0.16940042,0.37790662,0.45269296
0.21270628,0.3953245,0.3919692
0.11505397,0.27899784,0.6059482
0.16013728,0.1752818,0.6645809
0.20616718,0.37210578,0.4217271
0.0840066,0.077795506,0.8381979
0.25344142,0.38771456,0.358844
0.09769497,0.12023691,0.78206813
0.11720392,0.28143266,0.6013634
0.08525806,0.17197973,0.7427622
0.23124419,0.39500073,0.37375513
0.09077317,0.18252218,0.7267046
0.15513614,0.35763475,0.4872291
0.12641858,0.29380777,0.57977366
0.1307185,0.33643976,0.53284174
0.22182198,0.35588384,0.4222942
0.10151043,0.17870256,0.719787
0.1461358,0.304233,0.54963124
0.089933544,0.22110212,0.68896437
0.09068193,0.1965287,0.71278936
0.079781376,0.12169216,0.7985264
0.11954629,0.24716187,0.63329184
0.09664177,0.22439677,0.6789615
0.10967406,0.20697105,0.6833549
0.12599899,0.24189174,0.6321093
0.1528342,0.41576695,0.43139887
0.118917294,0.27240905,0.60867363
0.12850358,0.348779,0.5227174
0.17742838,0.37890956,0.44366202
0.15502864,0.348925,0.49604633
0.07234858,0.091520585,0.83613086
0.09837795,0.28035134,0.62127066
0.13119276,0.2394549,0.62935233
0.06882622,0.085324615,0.8458491
0.1593626,0.33903897,0.50159836
0.122028455,0.26851997,0.6094516
0.14281882,0.2645223,0.5926589
0.119964294,0.2685814,0.6114543
0.07388093,0.088716425,0.83740264
0.09174468,0.20449197,0.70376337
0.14557363,0.34623334,0.5081931
0.12932292,0.16441138,0.7062657
0.12215278,0.15853095,0.71931624
0.17715012,0.37834853,0.44450134
0.15737605,0.36255705,0.48006693
0.13476494,0.16508658,0.70014846
0.08601724,0.16755904,0.74642366
0.15202835,0.2846129,0.5633587
0.10131664,0.12851939,0.77016395
0.102271415,0.25402054,0.64370805
0.1313323,0.30915874,0.559509
0.06975734,0.07475101,0.85549164
0.08434562,0.16576418,0.7498902
0.11059946,0.25436184,0.63503873
0.16516067,0.3128148,0.5220246
0.14832307,0.27882046,0.5728565
0.11082333,0.1799657,0.70921093
0.06605241,0.072278574,0.861669
0.12689577,0.29863948,0.5744648
0.14535998,0.14792873,0.7067113
0.097899295,0.17712313,0.72497755
0.19683039,0.18748857,0.61568105
0.12523581,0.2748642,0.5999
0.10687956,0.17563562,0.71748483
0.19737516,0.43136725,0.3712576
0.10313773,0.11923271,0.77762955
0.21043527,0.4076739,0.38189083
0.11660621,0.25772133,0.6256724
0.08046208,0.09341317,0.8261248
0.20005856,0.39116046,0.408781
0.2187992,0.38355497,0.39764586
0.08880912,0.1594357,0.75175524
0.07513449,0.1052796,0.8195859
0.07155646,0.104377255,0.8240663
0.47958142,0.29039785,0.23002078
0.07853622,0.12540013,0.7960636
0.08842412,0.08734395,0.8242319
0.121197306,0.28879544,0.5900073
0.1003659,0.15607844,0.7435557
0.06752102,0.07618202,0.85629696
0.08171112,0.09599993,0.822289
0.07685078,0.12197829,0.80117095
0.124646805,0.32396746,0.5513857
0.16572092,0.30609122,0.5281879
0.4153741,0.33045623,0.25416973
0.0944208,0.13340628,0.7721729
0.07827963,0.12267494,0.7990454
0.20079386,0.3396717,0.45953444
0.34582698,0.37634635,0.2778267
